metric,band,roi_a,roi_b,delta
aec,beta,temporal,occipital,0.022216666489839554
aec,beta,temporal,temporal,0.026757825165987015
aec,gamma,frontal,frontal,-0.014582395553588867
aec,gamma,frontal,frontal_central,-0.02270509861409664
aec,gamma,frontal,central,-0.004651874303817749
aec,gamma,frontal,parietal,0.002539145527407527
aec,gamma,frontal,occipital,0.004271349869668484
aec,gamma,frontal,temporal,-0.017274154350161552
aec,gamma,frontal_central,frontal,-0.02270509861409664
aec,gamma,frontal_central,frontal_central,-0.028046496212482452
aec,gamma,frontal_central,central,-0.028821932151913643
aec,gamma,frontal_central,parietal,-0.018818575888872147
aec,gamma,frontal_central,occipital,0.00908658653497696
aec,gamma,frontal_central,temporal,-0.01748567633330822
aec,gamma,central,frontal,-0.004651874303817749
aec,gamma,central,frontal_central,-0.028821932151913643
aec,gamma,central,central,-0.027920696884393692
aec,gamma,central,parietal,0.007178514264523983
aec,gamma,central,occipital,-0.01427219808101654
aec,gamma,central,temporal,-0.008525911718606949
aec,gamma,parietal,frontal,0.002539145527407527
aec,gamma,parietal,frontal_central,-0.018818575888872147
aec,gamma,parietal,central,0.007178514264523983
aec,gamma,parietal,parietal,-0.007467005867511034
aec,gamma,parietal,occipital,0.002781869610771537
aec,gamma,parietal,temporal,-0.011736301705241203
aec,gamma,occipital,frontal,0.004271349869668484
aec,gamma,occipital,frontal_central,0.00908658653497696
aec,gamma,occipital,central,-0.01427219808101654
aec,gamma,occipital,parietal,0.002781869610771537
aec,gamma,occipital,occipital,0.05620153248310089
aec,gamma,occipital,temporal,-0.028794530779123306
aec,gamma,temporal,frontal,-0.017274154350161552
aec,gamma,temporal,frontal_central,-0.01748567633330822
aec,gamma,temporal,central,-0.008525911718606949
aec,gamma,temporal,parietal,-0.011736301705241203
aec,gamma,temporal,occipital,-0.028794530779123306
aec,gamma,temporal,temporal,0.0027012676000595093
