ablation,n,positives,positive_rate,pr_auc,roc_auc,threshold,balanced_accuracy,f1_positive,precision_positive,recall_positive,tn,fp,fn,tp
all_modalities,656,30,0.04573170731707317,0.06454287146833317,0.569062832800852,0.4,0.5,0.0,0.0,0.0,626,0,30,0
all_modalities,656,30,0.04573170731707317,0.06454287146833317,0.569062832800852,0.405,0.5,0.0,0.0,0.0,626,0,30,0
all_modalities,656,30,0.04573170731707317,0.06454287146833317,0.569062832800852,0.41000000000000003,0.5,0.0,0.0,0.0,626,0,30,0
all_modalities,656,30,0.04573170731707317,0.06454287146833317,0.569062832800852,0.41500000000000004,0.5,0.0,0.0,0.0,626,0,30,0
all_modalities,656,30,0.04573170731707317,0.06454287146833317,0.569062832800852,0.42,0.5,0.0,0.0,0.0,626,0,30,0
all_modalities,656,30,0.04573170731707317,0.06454287146833317,0.569062832800852,0.425,0.5,0.0,0.0,0.0,626,0,30,0
all_modalities,656,30,0.04573170731707317,0.06454287146833317,0.569062832800852,0.43,0.5,0.0,0.0,0.0,626,0,30,0
all_modalities,656,30,0.04573170731707317,0.06454287146833317,0.569062832800852,0.435,0.5,0.0,0.0,0.0,626,0,30,0
all_modalities,656,30,0.04573170731707317,0.06454287146833317,0.569062832800852,0.44,0.5,0.0,0.0,0.0,626,0,30,0
all_modalities,656,30,0.04573170731707317,0.06454287146833317,0.569062832800852,0.445,0.5,0.0,0.0,0.0,626,0,30,0
all_modalities,656,30,0.04573170731707317,0.06454287146833317,0.569062832800852,0.45,0.5,0.0,0.0,0.0,626,0,30,0
all_modalities,656,30,0.04573170731707317,0.06454287146833317,0.569062832800852,0.455,0.5,0.0,0.0,0.0,626,0,30,0
all_modalities,656,30,0.04573170731707317,0.06454287146833317,0.569062832800852,0.46,0.5,0.0,0.0,0.0,626,0,30,0
