metric,band,roi_a,roi_b,delta
aec,alpha,parietal,frontal_central,-0.01320737600326538
aec,alpha,parietal,central,-0.02051190845668316
aec,alpha,parietal,parietal,-0.011545175686478615
aec,alpha,parietal,occipital,-0.008752679452300072
aec,alpha,parietal,temporal,0.012434475123882294
aec,alpha,occipital,frontal,0.012768924236297607
aec,alpha,occipital,frontal_central,-0.006375478580594063
aec,alpha,occipital,central,-0.0065918732434511185
aec,alpha,occipital,parietal,-0.008752679452300072
aec,alpha,occipital,occipital,-0.013381432741880417
aec,alpha,occipital,temporal,0.01644764095544815
aec,alpha,temporal,frontal,-0.0025106044486165047
aec,alpha,temporal,frontal_central,0.021889161318540573
aec,alpha,temporal,central,0.05194094404578209
aec,alpha,temporal,parietal,0.012434475123882294
aec,alpha,temporal,occipital,0.01644764095544815
aec,alpha,temporal,temporal,0.1014992818236351
aec,beta,frontal,frontal,-0.030591266229748726
aec,beta,frontal,frontal_central,-0.013104342855513096
aec,beta,frontal,central,0.0009162384085357189
aec,beta,frontal,parietal,-0.0025302269496023655
aec,beta,frontal,occipital,-0.0006379773840308189
aec,beta,frontal,temporal,-0.04182842746376991
aec,beta,frontal_central,frontal,-0.013104342855513096
aec,beta,frontal_central,frontal_central,-0.006436821538954973
aec,beta,frontal_central,central,-0.035344935953617096
aec,beta,frontal_central,parietal,-0.005569424480199814
aec,beta,frontal_central,occipital,-0.004391179420053959
aec,beta,frontal_central,temporal,-0.016271887347102165
aec,beta,central,frontal,0.0009162384085357189
aec,beta,central,frontal_central,-0.035344935953617096
aec,beta,central,central,-0.004476181697100401
aec,beta,central,parietal,-0.023580633103847504
aec,beta,central,occipital,-0.014886008575558662
aec,beta,central,temporal,-0.015479058027267456
aec,beta,parietal,frontal,-0.0025302269496023655
aec,beta,parietal,frontal_central,-0.005569424480199814
aec,beta,parietal,central,-0.023580633103847504
aec,beta,parietal,parietal,-0.012328787706792355
aec,beta,parietal,occipital,0.014963352121412754
aec,beta,parietal,temporal,0.00028652697801589966
aec,beta,occipital,frontal,-0.0006379773840308189
aec,beta,occipital,frontal_central,-0.004391179420053959
aec,beta,occipital,central,-0.014886008575558662
aec,beta,occipital,parietal,0.014963352121412754
aec,beta,occipital,occipital,0.024745531380176544
aec,beta,occipital,temporal,-0.02139526605606079
aec,beta,temporal,frontal,-0.04182842746376991
aec,beta,temporal,frontal_central,-0.016271887347102165
aec,beta,temporal,central,-0.015479058027267456
aec,beta,temporal,parietal,0.00028652697801589966
aec,beta,temporal,occipital,-0.02139526605606079
aec,beta,temporal,temporal,0.019995171576738358
aec,gamma,frontal,frontal,-0.014031589962542057
aec,gamma,frontal,frontal_central,0.006327144801616669
aec,gamma,frontal,central,0.010674419812858105
aec,gamma,frontal,parietal,0.011538667604327202
aec,gamma,frontal,occipital,0.002502766903489828
aec,gamma,frontal,temporal,-0.004777026828378439
aec,gamma,frontal_central,frontal,0.006327144801616669
aec,gamma,frontal_central,frontal_central,-0.00155560951679945
aec,gamma,frontal_central,central,0.007128758355975151
aec,gamma,frontal_central,parietal,0.011860583908855915
aec,gamma,frontal_central,occipital,-0.017271991819143295
aec,gamma,frontal_central,temporal,0.010918828658759594
aec,gamma,central,frontal,0.010674419812858105
aec,gamma,central,frontal_central,0.007128758355975151
aec,gamma,central,central,0.008746448904275894
aec,gamma,central,parietal,0.01692708022892475
aec,gamma,central,occipital,0.008028239943087101
aec,gamma,central,temporal,-0.006535748951137066
aec,gamma,parietal,frontal,0.011538667604327202
aec,gamma,parietal,frontal_central,0.011860583908855915
aec,gamma,parietal,central,0.01692708022892475
aec,gamma,parietal,parietal,0.0144004225730896
aec,gamma,parietal,occipital,-0.009788086637854576
aec,gamma,parietal,temporal,0.001896050525829196
aec,gamma,occipital,frontal,0.002502766903489828
aec,gamma,occipital,frontal_central,-0.017271991819143295
aec,gamma,occipital,central,0.008028239943087101
aec,gamma,occipital,parietal,-0.009788086637854576
aec,gamma,occipital,occipital,-0.03894447162747383
aec,gamma,occipital,temporal,-0.0020275027491152287
aec,gamma,temporal,frontal,-0.004777026828378439
aec,gamma,temporal,frontal_central,0.010918828658759594
aec,gamma,temporal,central,-0.006535748951137066
aec,gamma,temporal,parietal,0.001896050525829196
aec,gamma,temporal,occipital,-0.0020275027491152287
aec,gamma,temporal,temporal,-0.0006456412374973297
