metric,band,roi_a,roi_b,delta
aec,alpha,temporal,temporal,0.009607749059796333
aec,beta,frontal,frontal,0.0012644057860597968
aec,beta,frontal,frontal_central,0.0033976684790104628
aec,beta,frontal,central,0.009709669277071953
aec,beta,frontal,parietal,0.007885228842496872
aec,beta,frontal,occipital,0.012291926890611649
aec,beta,frontal,temporal,0.003673212369903922
aec,beta,frontal_central,frontal,0.0033976684790104628
aec,beta,frontal_central,frontal_central,0.013736892491579056
aec,beta,frontal_central,central,0.003658261150121689
aec,beta,frontal_central,parietal,0.012513706460595131
aec,beta,frontal_central,occipital,0.027244772762060165
aec,beta,frontal_central,temporal,0.014358116313815117
aec,beta,central,frontal,0.009709669277071953
aec,beta,central,frontal_central,0.003658261150121689
aec,beta,central,central,-0.03315148502588272
aec,beta,central,parietal,-0.004297567531466484
aec,beta,central,occipital,0.015662716701626778
aec,beta,central,temporal,0.001363002578727901
aec,beta,parietal,frontal,0.007885228842496872
aec,beta,parietal,frontal_central,0.012513706460595131
aec,beta,parietal,central,-0.004297567531466484
aec,beta,parietal,parietal,-0.018116524443030357
aec,beta,parietal,occipital,0.01830149069428444
aec,beta,parietal,temporal,-0.01932349056005478
aec,beta,occipital,frontal,0.012291926890611649
aec,beta,occipital,frontal_central,0.027244772762060165
aec,beta,occipital,central,0.015662716701626778
aec,beta,occipital,parietal,0.01830149069428444
aec,beta,occipital,occipital,-0.03565865755081177
aec,beta,occipital,temporal,-0.008914832025766373
aec,beta,temporal,frontal,0.003673212369903922
aec,beta,temporal,frontal_central,0.014358116313815117
aec,beta,temporal,central,0.001363002578727901
aec,beta,temporal,parietal,-0.01932349056005478
aec,beta,temporal,occipital,-0.008914832025766373
aec,beta,temporal,temporal,0.015940168872475624
aec,gamma,frontal,frontal,0.008454917930066586
aec,gamma,frontal,frontal_central,-0.002568312920629978
aec,gamma,frontal,central,0.02393115870654583
aec,gamma,frontal,parietal,0.012862005271017551
aec,gamma,frontal,occipital,0.006379854399710894
aec,gamma,frontal,temporal,0.010619467124342918
aec,gamma,frontal_central,frontal,-0.002568312920629978
aec,gamma,frontal_central,frontal_central,0.0259719081223011
aec,gamma,frontal_central,central,0.014233095571398735
aec,gamma,frontal_central,parietal,-0.0013735448010265827
aec,gamma,frontal_central,occipital,0.024637168273329735
aec,gamma,frontal_central,temporal,-0.002009748946875334
aec,gamma,central,frontal,0.02393115870654583
aec,gamma,central,frontal_central,0.014233095571398735
aec,gamma,central,central,0.03989686444401741
aec,gamma,central,parietal,0.0026024903636425734
aec,gamma,central,occipital,0.008972817100584507
aec,gamma,central,temporal,-0.006824139039963484
aec,gamma,parietal,frontal,0.012862005271017551
aec,gamma,parietal,frontal_central,-0.0013735448010265827
aec,gamma,parietal,central,0.0026024903636425734
aec,gamma,parietal,parietal,0.020573480054736137
aec,gamma,parietal,occipital,0.01637737639248371
aec,gamma,parietal,temporal,-0.004581975284963846
aec,gamma,occipital,frontal,0.006379854399710894
