metric,band,roi_a,roi_b,delta
aec,beta,occipital,central,-0.01337413489818573
aec,beta,occipital,parietal,0.0002734255394898355
aec,beta,occipital,occipital,0.00592912407591939
aec,beta,occipital,temporal,-0.013253028504550457
aec,beta,temporal,frontal,-0.00769428163766861
aec,beta,temporal,frontal_central,0.0030973097309470177
aec,beta,temporal,central,0.002194449305534363
aec,beta,temporal,parietal,-0.0024766838178038597
aec,beta,temporal,occipital,-0.013253028504550457
aec,beta,temporal,temporal,0.0071431598626077175
aec,gamma,frontal,frontal,-0.006707522552460432
aec,gamma,frontal,frontal_central,-0.01363830640912056
aec,gamma,frontal,central,-0.0005127419135533273
aec,gamma,frontal,parietal,0.006741231307387352
aec,gamma,frontal,occipital,0.010883841663599014
aec,gamma,frontal,temporal,0.003908112645149231
aec,gamma,frontal_central,frontal,-0.01363830640912056
aec,gamma,frontal_central,frontal_central,-0.020120784640312195
aec,gamma,frontal_central,central,-0.01859952323138714
aec,gamma,frontal_central,parietal,-0.002064957981929183
aec,gamma,frontal_central,occipital,-0.012098784558475018
aec,gamma,frontal_central,temporal,-0.001908738981001079
aec,gamma,central,frontal,-0.0005127419135533273
aec,gamma,central,frontal_central,-0.01859952323138714
aec,gamma,central,central,-0.006132157519459724
aec,gamma,central,parietal,0.0032389441039413214
aec,gamma,central,occipital,-0.01440863125026226
aec,gamma,central,temporal,-0.004084308631718159
aec,gamma,parietal,frontal,0.006741231307387352
aec,gamma,parietal,frontal_central,-0.002064957981929183
aec,gamma,parietal,central,0.0032389441039413214
aec,gamma,parietal,parietal,0.0044012898579239845
aec,gamma,parietal,occipital,-0.008225681260228157
aec,gamma,parietal,temporal,0.011039710603654385
aec,gamma,occipital,frontal,0.010883841663599014
aec,gamma,occipital,frontal_central,-0.012098784558475018
aec,gamma,occipital,central,-0.01440863125026226
aec,gamma,occipital,parietal,-0.008225681260228157
aec,gamma,occipital,occipital,0.02122778631746769
aec,gamma,occipital,temporal,-0.015589109621942043
aec,gamma,temporal,frontal,0.003908112645149231
aec,gamma,temporal,frontal_central,-0.001908738981001079
aec,gamma,temporal,central,-0.004084308631718159
aec,gamma,temporal,parietal,0.011039710603654385
aec,gamma,temporal,occipital,-0.015589109621942043
aec,gamma,temporal,temporal,0.011244739405810833
